Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
2518234;10;01/10/2015 08:30;Strada Urbana;VIA GIUSEPPE DEVERS;all'intersezione con;VIA FEDERICO FARUFFINI;VIA FEDERICO FARUFFINI;;;Scontro frontale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Bagnato (pioggia);Strada pavimentata dissestata;Assente;Pioggia in atto;Scarso;Buona;Ore Diurne;2;0;0;0;12.60405;41.84149;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
2518239;11;01/10/2015 08:10;Strada Urbana;VIALE GUGLIELMO MARCONI;all'intersezione con;VIA DEI CADUTI SENZA CROCE;VIA DEI CADUTI SENZA CROCE;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;1;12.47392;41.85112;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2518239;11;01/10/2015 08:10;Strada Urbana;VIALE GUGLIELMO MARCONI;all'intersezione con;VIA DEI CADUTI SENZA CROCE;VIA DEI CADUTI SENZA CROCE;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;1;12.47392;41.85112;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;;
2518259;20;01/10/2015 07:45;Strada Urbana;VIA DI GROTTAROSSA;da specificare;;;;snc;Fuoriuscita dalla sede stradale;Curva senza visuale libera;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;1;12.4553;41.97311;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2518268;6;01/10/2015 08:30;Strada Urbana;VIALE TELESE;in corrispondenza;;del civico n.;18/20;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;2;12.54744;41.89263;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2518268;6;01/10/2015 08:30;Strada Urbana;VIALE TELESE;in corrispondenza;;del civico n.;18/20;;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;2;12.54744;41.89263;-1;2;Autocarro superiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
2518328;6;01/10/2015 09:15;Strada Urbana;VIA DI CENTOCELLE;da specificare;;;;fronte palo luce Acea n.36;Scontro frontale/laterale SX fra veicoli in marcia;Curva senza visuale libera;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;1;12.5514;41.86782;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Esploso;
2518328;6;01/10/2015 09:15;Strada Urbana;VIA DI CENTOCELLE;da specificare;;;;fronte palo luce Acea n.36;Scontro frontale/laterale SX fra veicoli in marcia;Curva senza visuale libera;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;1;12.5514;41.86782;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
2518406;10;01/10/2015 10:30;Strada Urbana;VIA DEI LATERENSI;all'intersezione con;VIA DEI SERGII;VIA DEI SERGII;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale;Nuvoloso;Scarso;Buona;Ore Diurne;2;0;0;3;12.54848;41.8604;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2518406;10;01/10/2015 10:30;Strada Urbana;VIA DEI LATERENSI;all'intersezione con;VIA DEI SERGII;VIA DEI SERGII;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale;Nuvoloso;Scarso;Buona;Ore Diurne;2;0;0;3;12.54848;41.8604;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso;
2518406;10;01/10/2015 10:30;Strada Urbana;VIA DEI LATERENSI;all'intersezione con;VIA DEI SERGII;VIA DEI SERGII;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale;Nuvoloso;Scarso;Buona;Ore Diurne;2;0;0;3;12.54848;41.8604;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2518406;10;01/10/2015 10:30;Strada Urbana;VIA DEI LATERENSI;all'intersezione con;VIA DEI SERGII;VIA DEI SERGII;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale;Nuvoloso;Scarso;Buona;Ore Diurne;2;0;0;3;12.54848;41.8604;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesploso;
2518406;10;01/10/2015 10:30;Strada Urbana;VIA DEI LATERENSI;all'intersezione con;VIA DEI SERGII;VIA DEI SERGII;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale;Nuvoloso;Scarso;Buona;Ore Diurne;2;0;0;3;12.54848;41.8604;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesploso;
2518448;15;01/10/2015 11:10;Strada Urbana;VIALE ARTURO MARTINI;all'intersezione semaforizzata con;VIA PORTUENSE;VIA PORTUENSE;;;Veicolo in marcia contro ostacolo fisso;Intersezione semaforizzata;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Buona;Ore Diurne;0;0;0;1;12.41378;41.84794;-1;1;Autocarro superiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesistente;
2518469;9;01/10/2015 08:30;Strada Urbana;VIA TODI;all'intersezione con;VIA MONTEFALCO;VIA MONTEFALCO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;3;12.52912;41.87995;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesploso;
2518469;9;01/10/2015 08:30;Strada Urbana;VIA TODI;all'intersezione con;VIA MONTEFALCO;VIA MONTEFALCO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;3;12.52912;41.87995;-1;2;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesploso;
2518469;9;01/10/2015 08:30;Strada Urbana;VIA TODI;all'intersezione con;VIA MONTEFALCO;VIA MONTEFALCO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;3;12.52912;41.87995;-1;2;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso;
2518481;2;01/10/2015 00:15;Strada Urbana;VIALE PARIOLI;in corrispondenza;;del civico n.;142;;Scontro frontale/laterale SX fra veicoli in marcia;Curva a visuale libera;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Scarso;Sufficiente;Sufficiente;2;0;0;1;12.48637;41.92811;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;;Esploso;
2518481;2;01/10/2015 00:15;Strada Urbana;VIALE PARIOLI;in corrispondenza;;del civico n.;142;;Scontro frontale/laterale SX fra veicoli in marcia;Curva a visuale libera;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Scarso;Sufficiente;Sufficiente;2;0;0;1;12.48637;41.92811;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;;Esploso;
2518481;2;01/10/2015 00:15;Strada Urbana;VIALE PARIOLI;in corrispondenza;;del civico n.;142;;Scontro frontale/laterale SX fra veicoli in marcia;Curva a visuale libera;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Nuvoloso;Scarso;Sufficiente;Sufficiente;2;0;0;1;12.48637;41.92811;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;;
2518558;17;01/10/2015 10:45;Strada Urbana;PIAZZA ADRIANA;da specificare;;;;altezza Via Crescenzio;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Una carreggiata a senso unico di marcia;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;4;12.46721;41.90472;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;;
2518558;17;01/10/2015 10:45;Strada Urbana;PIAZZA ADRIANA;da specificare;;;;altezza Via Crescenzio;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Una carreggiata a senso unico di marcia;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;4;12.46721;41.90472;-1;2;Autobus turistico;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;;
2518558;17;01/10/2015 10:45;Strada Urbana;PIAZZA ADRIANA;da specificare;;;;altezza Via Crescenzio;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Una carreggiata a senso unico di marcia;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;4;12.46721;41.90472;-1;2;Autobus turistico;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;;
2518558;17;01/10/2015 10:45;Strada Urbana;PIAZZA ADRIANA;da specificare;;;;altezza Via Crescenzio;Scontro laterale fra veicoli in marcia;Curva a visuale libera;Una carreggiata a senso unico di marcia;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;4;12.46721;41.90472;-1;2;Autobus turistico;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;;
2518607;2;01/10/2015 08:30;Strada Urbana;SOTTOVIA IGNAZIO GUIDI;da specificare;;;;alt. via Toscana direzione p.zza Fiume.;Veicolo in marcia contro ostacolo accidentale;Rettilineo;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Intenso;Buona;Ore Diurne;0;0;0;2;12.49073;41.90995;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Esploso;
2518607;2;01/10/2015 08:30;Strada Urbana;SOTTOVIA IGNAZIO GUIDI;da specificare;;;;alt. via Toscana direzione p.zza Fiume.;Veicolo in marcia contro ostacolo accidentale;Rettilineo;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Intenso;Buona;Ore Diurne;0;0;0;2;12.49073;41.90995;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;;
2518711;6;01/10/2015 13:00;Strada Urbana;VIA ROMOLO BALZANI;all'intersezione con;VIA CHECCO DURANTE;VIA CHECCO DURANTE;;;Veicolo in marcia contro veicolo arresto;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;3;12.55508;41.88114;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2518711;6;01/10/2015 13:00;Strada Urbana;VIA ROMOLO BALZANI;all'intersezione con;VIA CHECCO DURANTE;VIA CHECCO DURANTE;;;Veicolo in marcia contro veicolo arresto;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;3;12.55508;41.88114;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso;
2518711;6;01/10/2015 13:00;Strada Urbana;VIA ROMOLO BALZANI;all'intersezione con;VIA CHECCO DURANTE;VIA CHECCO DURANTE;;;Veicolo in marcia contro veicolo arresto;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;3;12.55508;41.88114;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2518726;9;01/10/2015 13:00;Strada Urbana;VIA CONCORDIA;in corrispondenza;;del civico n.;18;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;3;12.50901;41.87741;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;;
2518726;9;01/10/2015 13:00;Strada Urbana;VIA CONCORDIA;in corrispondenza;;del civico n.;18;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;3;12.50901;41.87741;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;;
2518726;9;01/10/2015 13:00;Strada Urbana;VIA CONCORDIA;in corrispondenza;;del civico n.;18;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;3;12.50901;41.87741;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;;
2518737;20;01/10/2015 13:10;Strada Urbana;LUNGOTEVERE MARESCIALLO DIAZ;in prossimità;;del civico n.;20;;Tamponamento;Rettilineo;Due carreggiate;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;3;12.46409;41.9354;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
2518737;20;01/10/2015 13:10;Strada Urbana;LUNGOTEVERE MARESCIALLO DIAZ;in prossimità;;del civico n.;20;;Tamponamento;Rettilineo;Due carreggiate;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;3;12.46409;41.9354;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesistente;
2518737;20;01/10/2015 13:10;Strada Urbana;LUNGOTEVERE MARESCIALLO DIAZ;in prossimità;;del civico n.;20;;Tamponamento;Rettilineo;Due carreggiate;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;3;12.46409;41.9354;-1;2;Motociclo con passeggero;In marcia / fermata / arresto;Conducente;M;Ricoverato;0;NON DECEDUTO;Non accertato;;
2518737;20;01/10/2015 13:10;Strada Urbana;LUNGOTEVERE MARESCIALLO DIAZ;in prossimità;;del civico n.;20;;Tamponamento;Rettilineo;Due carreggiate;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;3;12.46409;41.9354;-1;2;Motociclo con passeggero;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;;
2518878;12;01/10/2015 12:00;Strada Urbana;VIA DI MEZZOCAMMINO;da specificare;;;;direzione via Pontina, 20 mt dopo largo Sergi ;Veicolo in marcia contro ostacolo fisso;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;3;0;0;0;12.43536;41.78812;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Utilizzato;Inesploso;
2518878;12;01/10/2015 12:00;Strada Urbana;VIA DI MEZZOCAMMINO;da specificare;;;;direzione via Pontina, 20 mt dopo largo Sergi ;Veicolo in marcia contro ostacolo fisso;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;3;0;0;0;12.43536;41.78812;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Rimandato;0;NON DECEDUTO;Utilizzato;Inesploso;
2518878;12;01/10/2015 12:00;Strada Urbana;VIA DI MEZZOCAMMINO;da specificare;;;;direzione via Pontina, 20 mt dopo largo Sergi ;Veicolo in marcia contro ostacolo fisso;Rettilineo;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;3;0;0;0;12.43536;41.78812;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rimandato;0;NON DECEDUTO;Utilizzato;Inesploso;
2518891;19;01/10/2015 15:00;Strada Urbana;GALLERIA GIOVANNI XXIII;in corrispondenza;;della chilometrica;1.5;;Veicolo in marcia contro ostacolo fisso;Galleria illuminata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;0;12.4448;41.94112;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
2518901;1;01/10/2015 14:45;Strada Urbana;VIA MARSALA;in prossimità;;del civico n.;53;;Ribaltamento senza urto contro ostacolo fisso;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (pioggia);In cubetti di porfido;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;1;12.50515;41.90064;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
2518901;1;01/10/2015 14:45;Strada Urbana;VIA MARSALA;in prossimità;;del civico n.;53;;Ribaltamento senza urto contro ostacolo fisso;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (pioggia);In cubetti di porfido;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;1;12.50515;41.90064;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;;
2518912;11;01/10/2015 13:00;Strada Urbana;VIA CRISTOFORO COLOMBO;da specificare;;;;prossimità ex Fiera di Roma;Tamponamento;Rettilineo;Più di due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;1;12.49296;41.8563;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;;
2518912;11;01/10/2015 13:00;Strada Urbana;VIA CRISTOFORO COLOMBO;da specificare;;;;prossimità ex Fiera di Roma;Tamponamento;Rettilineo;Più di due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;1;0;0;1;12.49296;41.8563;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rimandato;0;NON DECEDUTO;;;
2518987;9;01/10/2015 15:00;Strada Urbana;VIA APPIA NUOVA;da specificare;;;;fronte VIA SALUZZO;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;3;12.5181;41.87869;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;;
2518987;9;01/10/2015 15:00;Strada Urbana;VIA APPIA NUOVA;da specificare;;;;fronte VIA SALUZZO;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Normale;Buona;Ore Diurne;0;0;0;3;12.5181;41.87869;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;;
